system:index,country,label,.geo
64,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.86707259740356,53.45290350860595]}"
65,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.73144986091077,43.394467272319666]}"
66,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.32006720360255,44.92968809287993]}"
67,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.57891135138543,51.15321638125997]}"
68,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.76451243764822,41.851161614202326]}"
69,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[51.354439004902744,50.97534995500431]}"
70,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.78322484124902,43.19144801810865]}"
71,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2122693695082,44.51197148576435]}"
72,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.67555635311113,44.99167184748418]}"
73,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.18010510805487,53.2480876238267]}"
74,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[54.8955978549019,50.6250069941977]}"
75,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.72064720609208,53.3217494771245]}"
76,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.60748235170227,41.55022599402229]}"
77,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.51388247337887,41.73617725783503]}"
78,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[52.387501581640194,50.40042817316782]}"
79,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[66.63837524891228,51.37779520228985]}"
80,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.34515141733012,51.89791975179506]}"
81,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.3439257959053,52.57075789960058]}"
82,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.07475851681014,53.86433190873269]}"
83,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[65.03039089033834,44.799432376682596]}"
84,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.6407200172147,41.544836102317575]}"
85,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.71977176221722,41.1226279187814]}"
86,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.00291616548984,41.58615860538707]}"
87,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.1405334927351,51.242149594387804]}"
88,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.08176995030813,45.198284362831664]}"
89,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.00004613086251,41.92212852164777]}"
90,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.36421399848086,50.978044900856666]}"
91,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.45027717698136,40.93308339383218]}"
92,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.28378441468782,50.67171938897191]}"
93,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38402267755,43.42860325311621]}"
94,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.3284793473003,51.91319111162509]}"
95,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.38332232245011,47.21051059925939]}"
96,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9788824844121,51.25921758478608]}"
97,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.036397534005,47.147628529371026]}"
98,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.4515942840432,47.29225729011427]}"
99,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3502368743034,51.61854369843389]}"
100,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.26976154769186,52.87977835733769]}"
101,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.87739572871585,49.86503226383258]}"
102,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.00226155320847,50.31868148231294]}"
103,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.000266962456,45.239606865901166]}"
104,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.74851785130905,42.13233429813174]}"
105,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.19594747702834,49.740166439339966]}"
106,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.10801905373182,40.960032852355766]}"
107,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[54.375473305396696,50.72741493658732]}"
108,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[66.56381508033037,44.176001569503654]}"
109,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.7575238755595,43.7133691981821]}"
110,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.10801905373182,42.857274732416194]}"
111,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.9120112330188,41.46219109617858]}"
112,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[51.597882446899135,51.543085214567846]}"
113,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[65.00164480124651,45.11563935669267]}"
114,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.87894865628135,41.861941397611766]}"
115,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.35597694355806,42.85457978656383]}"
116,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.92940652955775,45.723798804041586]}"
117,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.09165141843344,45.35009964584786]}"
118,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.56296250786477,43.299245852203]}"
119,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.55088848880276,43.19863454038161]}"
120,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83857021131448,43.565147176302375]}"
121,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16463578804061,42.89769892020157]}"
122,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62384998700065,52.34977233970718]}"
123,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.45551485132036,49.875812047242015]}"
124,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.43991618534965,49.66021637905333]}"
125,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[65.09866285193142,45.069825277202575]}"
126,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74389692893199,51.16938605637412]}"
127,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.0056111113422,41.83499193908818]}"
128,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.98571882913511,51.658967886219266]}"
129,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[66.72551183147188,44.21822238785727]}"
130,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.37933314094518,42.8896140826445]}"
131,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.54747031644125,43.289364384077686]}"
132,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.25010508598842,51.24035296381957]}"
133,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.79862554703551,45.0482657103837]}"
134,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.2930948736697,49.82820133718368]}"
135,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.40967790042102,41.53585294947638]}"
136,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.92798294794872,50.92594261437774]}"
137,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.67869296215046,48.831071371811014]}"
138,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.12692941751685,45.255776541015315]}"
139,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[55.829845750386205,49.92252444201623]}"
140,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[55.269297013095624,50.15339147003495]}"
141,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.0342049830683,50.206392071798]}"
142,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.08106959520823,42.80607076122138]}"
143,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.9766899334754,42.74678195246949]}"
144,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.48728319240523,51.190945623192995]}"
145,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.07567970350352,42.08831684920988]}"
146,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[50.6851941182337,50.78400879948685]}"
147,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.52216527112019,43.022564744694186]}"
148,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[65.23700340568584,51.80808822338311]}"
149,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.14057923555362,43.669351749260244]}"
150,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.36743421065813,44.87039928412804]}"
151,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71727477654909,51.42540591234819]}"
152,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.72822964873349,54.190420356868074]}"
153,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.40463818626624,43.43578977538917]}"
154,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.63732471626246,49.535350554560715]}"
155,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.30385178566988,40.68784332126755]}"
156,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.38459368669344,49.61799556069971]}"
157,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.27705454451201,52.034463674981225]}"
158,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.8992368588569,44.907230210776945]}"
159,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.1164769402481,52.02009063043531]}"
160,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.43932230479696,42.34882828160455]}"
161,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.9274576816238,41.94278977318252]}"
162,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.73215021601067,44.86321276185509]}"
163,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94833976475203,52.0425485125383]}"
164,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.99971882472182,52.77737041494807]}"
165,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.05125010205732,54.433863798864465]}"
166,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.51298415809475,42.40542214450407]}"
167,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[53.501412533948404,50.65554971385776]}"
168,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.99899559821267,42.97405571935173]}"
169,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.28156899234186,43.60646967937188]}"
170,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.98045828338685,42.09191011034636]}"
171,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.73813398826806,50.587277752264676]}"
172,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[55.296246471619206,50.06984814861183]}"
173,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.18242700494802,43.21839747663224]}"
174,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.29145046046717,43.581316851416524]}"
175,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[54.308997974371856,50.34652925612065]}"
176,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.9199209818009,42.27516642830674]}"
177,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.33980726844392,42.9174618564522]}"
178,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.12206479213705,51.41013455251816]}"
179,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.98339693224196,48.7798674006162]}"
180,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.71762495409904,43.47082407146983]}"
181,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.62634697266878,41.70563453817497]}"
182,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.32723085446625,53.68916042832939]}"
183,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[65.02140773749714,44.9467560832782]}"
184,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.95048657287022,53.70353347287529]}"
185,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.41971158591204,51.477508198827124]}"
186,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.81015142836334,50.854077391648175]}"
187,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.936242874280765,45.220742244934655]}"
188,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08039211151761,52.088362592028396]}"
189,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.18312736004792,43.04412431151305]}"
190,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[52.29497510737588,51.44337221803058]}"
191,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.75824710206864,50.11835717395429]}"
192,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.14701965990817,51.774850557870685]}"
193,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.56526153334866,40.87289626979617]}"
194,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.50908646222685,50.14440831719375]}"
195,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.76074408773677,52.239279559760476]}"
196,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.16899801850475,49.686267522292795]}"
197,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.40336682202292,51.93295404787572]}"
198,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.98225491395509,42.28953947285265]}"
199,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[67.59328439593133,50.91785777682066]}"
200,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.20004313308047,51.56554309667084]}"
201,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.46000642774096,49.8614390026961]}"
202,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.57479282392403,52.3506706549913]}"
203,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.5257356608474,40.651910709902765]}"
204,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[66.89888668130695,44.16162852495774]}"
205,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.30365382548565,45.15696185976217]}"
206,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.3775593817862,43.524722988517]}"
207,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[52.06231144878893,50.79478858289629]}"
208,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.96750882044998,44.849738032593294]}"
209,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[47.07127173022087,48.881377027721705]}"
210,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.392632781432,50.1372217949208]}"
211,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.02717067816107,42.071248858811614]}"
212,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.88865503563169,42.5770003637709]}"
213,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.75692999500681,52.98757619143204]}"
214,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.97110208158645,51.84042757361141]}"
215,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.44129402414016,40.89176089076268]}"
216,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.31842279040002,51.80000338582603]}"
217,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.5805328931787,40.75881022871299]}"
218,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[66.78210569437141,44.001728404384465]}"
219,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.63782711117811,44.97190891123355]}"
220,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.51583132131283,51.86917366270323]}"
221,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.17563640304353,47.02905091186725]}"
222,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.2194330203719,43.078260292309594]}"
223,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.70706600228309,43.61006294050835]}"
224,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.29039992781735,43.1752783429945]}"
225,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.64955095269018,43.88494741744893]}"
226,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.88935539073158,44.99167184748418]}"
227,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.95085962182942,45.33213334016548]}"
228,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.2032404738485,40.82438724445372]}"
229,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.43303409780812,41.68676991720846]}"
230,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[50.75526271039503,51.49098292808891]}"
231,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.75859727961858,50.13183190321608]}"
232,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.35685238743294,42.4341682335959]}"
233,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[66.93122603153525,44.16252684024186]}"
234,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[69.12581027063924,42.75307015945833]}"
235,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[68.38559847652476,42.75307015945833]}"
236,Kazakhstan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.32381268210474,51.75778256747241]}"
