system:index,country,label,.geo
120,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[56.23947751994471,39.31611588241704]}"
121,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.91558162274602,38.736702524159945]}"
122,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.16673685334028,37.223939585702674]}"
123,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[56.461361395122225,39.14543597843433]}"
124,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[58.80776091724242,42.594068354169174]}"
125,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.44286982311492,42.29043778813678]}"
126,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.442694734339945,37.61291010372643]}"
127,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[56.31673263437899,39.2774883251999]}"
128,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.634934205141526,37.29490649314812]}"
129,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.964265736863446,35.90072117219462]}"
130,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.002695333896355,42.470100844960676]}"
131,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.39670556607488,37.86713332913225]}"
132,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.92888126323284,37.67309722776243]}"
133,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[56.45147992699691,39.2774883251999]}"
134,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[65.09686622136319,38.01445703572785]}"
135,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[57.01741855599221,38.72232947961403]}"
136,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.12147091158436,35.788431761679675]}"
137,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.578340342241994,37.610215157874066]}"
138,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.35575611196458,38.34413874499972]}"
139,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.27992457913934,37.293109862579875]}"
140,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[58.42777355205986,42.56352563450911]}"
141,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.70320616673461,37.462891451278466]}"
142,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.4224065317644,39.10860505178543]}"
143,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.56738547005759,37.91115077805411]}"
144,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.79500941448977,41.83768688494054]}"
145,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[58.66043721064682,37.94528675885065]}"
146,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.92239509605977,37.66411407492124]}"
147,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[55.68431867435884,39.32240408940588]}"
148,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[57.97232770301126,38.12944139209515]}"
149,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.924914953137154,37.873421536121086]}"
150,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.171403518535854,37.85635354572282]}"
151,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[54.533576795401736,37.552722979690415]}"
152,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.64409244675769,37.75753886446967]}"
153,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.621109298329785,39.75539205635148]}"
154,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.76052325614329,37.41078916479953]}"
155,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[65.01691616107655,38.02344018856905]}"
156,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.861484745514616,41.96255270943315]}"
157,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.02874647713582,37.74675908106023]}"
158,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.1920647700706,37.273346926329246]}"
159,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.67069172773133,37.82401419549451]}"
160,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.02874647713582,37.79257316055033]}"
161,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.39832710786815,38.75017725342174]}"
162,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.35303829470297,37.71891130725253]}"
163,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.98724888529135,41.64365078357072]}"
164,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.40676212297517,37.50780721548444]}"
165,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.22153408567157,37.39911106610598]}"
166,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.528209775106276,42.28953947285265]}"
167,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.18380484373855,37.01642875507106]}"
168,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.31800399862231,42.33176029120627]}"
169,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[58.18073684892699,38.01984692743257]}"
170,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.99678017586672,37.44492514559607]}"
171,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.858439622112314,37.55721455611101]}"
172,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.77147812832769,37.656029237364166]}"
173,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.27902626385522,36.54032165448772]}"
174,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.196381257716226,37.21675306342972]}"
175,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.39418570899749,37.75214897276495]}"
176,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[58.87333793298314,42.438659810016496]}"
177,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.411801837129936,37.72070793782077]}"
178,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.42113516752108,37.451213352584915]}"
179,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.20626272584154,37.552722979690415]}"
180,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.04763396951158,38.564225989609]}"
181,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.6753583929269,37.31107616826227]}"
182,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.52014780895846,38.22466281221182]}"
183,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.2292687456787,39.25233549724455]}"
184,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.07331206379185,37.47726449582438]}"
185,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.32950700854089,37.36497508530944]}"
186,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.013300028530814,37.293109862579875]}"
187,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.02714780675181,37.77011527844734]}"
188,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.47503408456825,37.63267303997706]}"
189,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.35610628951453,37.62279157185174]}"
190,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.32771037797265,37.486247648665575]}"
191,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.40389208834784,38.49415739744768]}"
192,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.20770917885984,39.24874223610807]}"
193,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.99121519538703,37.75125065748083]}"
194,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.06612554151889,37.61919831071526]}"
195,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.373174279912796,37.54194319628098]}"
196,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.519949848774225,37.01283549393459]}"
197,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.522644794626586,37.59943537446463]}"
198,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[65.03398415147483,38.047694701240275]}"
199,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.98365562415487,37.811437781516844]}"
200,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[58.09899015807211,38.22556112749594]}"
201,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.336168264488926,39.149927554854926]}"
202,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[56.48920916892993,39.15891070769612]}"
203,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.12092277385018,37.23651599968035]}"
204,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.92169474095988,38.08811888902565]}"
205,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.802020847987755,37.09907376121006]}"
206,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.88863216422243,38.73849915472819]}"
207,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.11678137497953,41.77300818448393]}"
208,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[58.673911939908606,42.51860987030313]}"
209,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[64.77167608851192,38.102491933571564]}"
210,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[58.52030002632417,42.50244019518898]}"
211,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.37299919113783,39.114893258774266]}"
212,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.17716645919977,39.27120011821106]}"
213,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.49856537073033,41.9373998814778]}"
214,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.1029564681678,37.4691796582673]}"
215,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.30003769293992,42.0847235880734]}"
216,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[66.12184396054356,37.41348411065189]}"
217,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.01347511730579,37.77011527844734]}"
218,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.07673023615336,38.01445703572785]}"
219,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.44054792622176,37.6578258679324]}"
220,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.32519052089526,42.133232613415856]}"
221,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.80471579384012,37.069429356834114]}"
222,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[65.35558102318961,37.84467544702926]}"
223,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[61.680573195856645,41.17562852054445]}"
224,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.249206770704305,37.32455089752406]}"
225,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.613374638322654,37.350602040763526]}"
226,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.713087634859924,37.537451619860384]}"
227,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[59.01976332429462,37.79347147583445]}"
228,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[65.53524408001351,37.64794439980709]}"
229,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[60.64391735798272,37.67938543475127]}"
230,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[56.47483612438402,39.06818086400005]}"
231,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.02355454561533,39.297251261450526]}"
232,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[56.545803031829465,39.1714871216738]}"
233,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[62.05786561518685,37.935405290725335]}"
234,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[65.37444564415613,38.02254187328493]}"
235,Turkmenistan,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[63.379287398126664,39.14543597843433]}"
